idx,is_inclusive,premise,question,label
7554,1,Alpha is indolent or Deborah is not sober. Deborah is sober.,Alpha is not indolent,0
7555,1,Alpha is indolent or Deborah is not sober. Deborah is sober.,Deborah is sober,1
7556,1,Alpha is indolent or Deborah is not sober. Deborah is sober.,Deborah is not sober,0
7557,0,Either Winton is not unbalanced or Fredric is not respectful. Fredric is respectful.,Winton is unbalanced,0
7558,0,Either Winton is not unbalanced or Fredric is not respectful. Fredric is respectful.,Winton is not unbalanced,1
7559,0,Either Winton is not unbalanced or Fredric is not respectful. Fredric is respectful.,Fredric is respectful,1
7560,0,Either Winton is not unbalanced or Fredric is not respectful. Fredric is respectful.,Fredric is not respectful,0
7561,1,Sheila is artistic or Julian is not inventive. Sheila is artistic.,Sheila is artistic,1
7562,1,Sheila is artistic or Julian is not inventive. Sheila is artistic.,Sheila is not artistic,0
7563,1,Sheila is artistic or Julian is not inventive. Sheila is artistic.,Julian is inventive,1
7564,1,Sheila is artistic or Julian is not inventive. Sheila is artistic.,Julian is not inventive,1
7565,2,Neither Orion is not thoughtful nor Arlo is not one-sided. Orion is thoughtful.,Orion is thoughtful,1
7566,2,Neither Orion is not thoughtful nor Arlo is not one-sided. Orion is thoughtful.,Orion is not thoughtful,0
7567,2,Neither Orion is not thoughtful nor Arlo is not one-sided. Orion is thoughtful.,Arlo is one-sided,1
7568,2,Neither Orion is not thoughtful nor Arlo is not one-sided. Orion is thoughtful.,Arlo is not one-sided,0
7569,1,Shirlene is flashy or Brenden is not fervent. Shirlene is flashy.,Shirlene is flashy,1
7570,1,Shirlene is flashy or Brenden is not fervent. Shirlene is flashy.,Shirlene is not flashy,0
7571,1,Shirlene is flashy or Brenden is not fervent. Shirlene is flashy.,Brenden is fervent,1
7572,1,Shirlene is flashy or Brenden is not fervent. Shirlene is flashy.,Brenden is not fervent,1
7573,1,Joseph is flashy or Risa is chic. Joseph is flashy.,Joseph is flashy,1
7574,1,Joseph is flashy or Risa is chic. Joseph is flashy.,Joseph is not flashy,0
7575,1,Joseph is flashy or Risa is chic. Joseph is flashy.,Risa is chic,1
7576,1,Joseph is flashy or Risa is chic. Joseph is flashy.,Risa is not chic,1
7577,0,Either Corina is not mercurial or Daniel is sturdy. Daniel is not sturdy.,Corina is mercurial,0
7578,0,Either Corina is not mercurial or Daniel is sturdy. Daniel is not sturdy.,Corina is not mercurial,1
7579,0,Either Corina is not mercurial or Daniel is sturdy. Daniel is not sturdy.,Daniel is sturdy,0
7580,0,Either Corina is not mercurial or Daniel is sturdy. Daniel is not sturdy.,Daniel is not sturdy,1
7581,0,Either Russ is not willing or Wayne is exacting. Russ is not willing.,Russ is willing,0
7582,0,Either Russ is not willing or Wayne is exacting. Russ is not willing.,Russ is not willing,1
7583,0,Either Russ is not willing or Wayne is exacting. Russ is not willing.,Wayne is exacting,0
7584,0,Either Russ is not willing or Wayne is exacting. Russ is not willing.,Wayne is not exacting,1
7585,0,Either Lavon is not nosy or Adele is popular. Adele is popular.,Lavon is nosy,1
7586,0,Either Lavon is not nosy or Adele is popular. Adele is popular.,Lavon is not nosy,0
7587,0,Either Lavon is not nosy or Adele is popular. Adele is popular.,Adele is popular,1
7588,0,Either Lavon is not nosy or Adele is popular. Adele is popular.,Adele is not popular,0
7589,0,Either Jorge is not unsure or Jewel is unaffected. Jorge is unsure.,Jorge is unsure,1
7590,0,Either Jorge is not unsure or Jewel is unaffected. Jorge is unsure.,Jorge is not unsure,0
7591,0,Either Jorge is not unsure or Jewel is unaffected. Jorge is unsure.,Jewel is unaffected,1
7592,0,Either Jorge is not unsure or Jewel is unaffected. Jorge is unsure.,Jewel is not unaffected,0
7593,0,Either Aron is dutiful or Beverley is capable. Aron is dutiful.,Aron is dutiful,1
7594,0,Either Aron is dutiful or Beverley is capable. Aron is dutiful.,Aron is not dutiful,0
7595,0,Either Aron is dutiful or Beverley is capable. Aron is dutiful.,Beverley is capable,0
7596,0,Either Aron is dutiful or Beverley is capable. Aron is dutiful.,Beverley is not capable,1
7597,2,Neither Tamara is not cautious nor Edgar is not lovable. Edgar is lovable.,Tamara is cautious,1
7598,2,Neither Tamara is not cautious nor Edgar is not lovable. Edgar is lovable.,Tamara is not cautious,0
7599,2,Neither Tamara is not cautious nor Edgar is not lovable. Edgar is lovable.,Edgar is lovable,1
7600,2,Neither Tamara is not cautious nor Edgar is not lovable. Edgar is lovable.,Edgar is not lovable,0
7601,1,Joyce is listless or Adele is funny. Joyce is listless.,Joyce is listless,1
7602,1,Joyce is listless or Adele is funny. Joyce is listless.,Joyce is not listless,0
7603,1,Joyce is listless or Adele is funny. Joyce is listless.,Adele is funny,1
7604,1,Joyce is listless or Adele is funny. Joyce is listless.,Adele is not funny,1
7605,0,Either Suzette is resigned or Ruth is not eager. Ruth is not eager.,Suzette is resigned,0
7606,0,Either Suzette is resigned or Ruth is not eager. Ruth is not eager.,Suzette is not resigned,1
7607,0,Either Suzette is resigned or Ruth is not eager. Ruth is not eager.,Ruth is eager,0
7608,0,Either Suzette is resigned or Ruth is not eager. Ruth is not eager.,Ruth is not eager,1
7609,0,Either Wyatt is gluttonous or Loyd is cordial. Loyd is cordial.,Wyatt is gluttonous,0
7610,0,Either Wyatt is gluttonous or Loyd is cordial. Loyd is cordial.,Wyatt is not gluttonous,1
7611,0,Either Wyatt is gluttonous or Loyd is cordial. Loyd is cordial.,Loyd is cordial,1
7612,0,Either Wyatt is gluttonous or Loyd is cordial. Loyd is cordial.,Loyd is not cordial,0
7613,0,Either Edsel is not unguarded or Isadore is not outspoken. Edsel is not unguarded.,Edsel is unguarded,0
7614,0,Either Edsel is not unguarded or Isadore is not outspoken. Edsel is not unguarded.,Edsel is not unguarded,1
7615,0,Either Edsel is not unguarded or Isadore is not outspoken. Edsel is not unguarded.,Isadore is outspoken,1
7616,0,Either Edsel is not unguarded or Isadore is not outspoken. Edsel is not unguarded.,Isadore is not outspoken,0
7617,0,Either Andreas is touchy or Cicero is not morose. Andreas is not touchy.,Andreas is touchy,0
7618,0,Either Andreas is touchy or Cicero is not morose. Andreas is not touchy.,Andreas is not touchy,1
7619,0,Either Andreas is touchy or Cicero is not morose. Andreas is not touchy.,Cicero is morose,0
7620,0,Either Andreas is touchy or Cicero is not morose. Andreas is not touchy.,Cicero is not morose,1
7621,1,Trent is modest or Elmore is not judgmental. Elmore is judgmental.,Trent is modest,1
7622,1,Trent is modest or Elmore is not judgmental. Elmore is judgmental.,Trent is not modest,0
7623,1,Trent is modest or Elmore is not judgmental. Elmore is judgmental.,Elmore is judgmental,1
7624,1,Trent is modest or Elmore is not judgmental. Elmore is judgmental.,Elmore is not judgmental,0
7625,1,Ginger is sneering or Johnathon is paternal. Ginger is sneering.,Ginger is sneering,1
7626,1,Ginger is sneering or Johnathon is paternal. Ginger is sneering.,Ginger is not sneering,0
7627,1,Ginger is sneering or Johnathon is paternal. Ginger is sneering.,Johnathon is paternal,1
7628,1,Ginger is sneering or Johnathon is paternal. Ginger is sneering.,Johnathon is not paternal,1
7629,0,Either Rachel is fussy or Myrtle is not energetic. Myrtle is not energetic.,Rachel is fussy,0
7630,0,Either Rachel is fussy or Myrtle is not energetic. Myrtle is not energetic.,Rachel is not fussy,1
7631,0,Either Rachel is fussy or Myrtle is not energetic. Myrtle is not energetic.,Myrtle is energetic,0
7632,0,Either Rachel is fussy or Myrtle is not energetic. Myrtle is not energetic.,Myrtle is not energetic,1
7633,0,Either Kristoffer is not delicate or Jerold is brilliant. Jerold is brilliant.,Kristoffer is delicate,1
7634,0,Either Kristoffer is not delicate or Jerold is brilliant. Jerold is brilliant.,Kristoffer is not delicate,0
7635,0,Either Kristoffer is not delicate or Jerold is brilliant. Jerold is brilliant.,Jerold is brilliant,1
7636,0,Either Kristoffer is not delicate or Jerold is brilliant. Jerold is brilliant.,Jerold is not brilliant,0
7637,0,Either Santiago is unguarded or Juana is not irascible. Santiago is unguarded.,Santiago is unguarded,1
7638,0,Either Santiago is unguarded or Juana is not irascible. Santiago is unguarded.,Santiago is not unguarded,0
7639,0,Either Santiago is unguarded or Juana is not irascible. Santiago is unguarded.,Juana is irascible,1
7640,0,Either Santiago is unguarded or Juana is not irascible. Santiago is unguarded.,Juana is not irascible,0
7641,1,Coleen is petulant or Russell is hot-headed. Russell is not hot-headed.,Coleen is petulant,1
7642,1,Coleen is petulant or Russell is hot-headed. Russell is not hot-headed.,Coleen is not petulant,0
7643,1,Coleen is petulant or Russell is hot-headed. Russell is not hot-headed.,Russell is hot-headed,0
7644,1,Coleen is petulant or Russell is hot-headed. Russell is not hot-headed.,Russell is not hot-headed,1
7645,2,Neither Cedric is lethargic nor Avery is blunt. Avery is not blunt.,Cedric is lethargic,0
7646,2,Neither Cedric is lethargic nor Avery is blunt. Avery is not blunt.,Cedric is not lethargic,1
7647,2,Neither Cedric is lethargic nor Avery is blunt. Avery is not blunt.,Avery is blunt,0
7648,2,Neither Cedric is lethargic nor Avery is blunt. Avery is not blunt.,Avery is not blunt,1
7649,0,Either Clyde is not cruel or Vernice is not clever. Clyde is cruel.,Clyde is cruel,1
7650,0,Either Clyde is not cruel or Vernice is not clever. Clyde is cruel.,Clyde is not cruel,0
7651,0,Either Clyde is not cruel or Vernice is not clever. Clyde is cruel.,Vernice is clever,0
7652,0,Either Clyde is not cruel or Vernice is not clever. Clyde is cruel.,Vernice is not clever,1
7653,0,Either Gonzalo is exacting or Norbert is not hearty. Norbert is hearty.,Gonzalo is exacting,1
7654,0,Either Gonzalo is exacting or Norbert is not hearty. Norbert is hearty.,Gonzalo is not exacting,0
7655,0,Either Gonzalo is exacting or Norbert is not hearty. Norbert is hearty.,Norbert is hearty,1
7656,0,Either Gonzalo is exacting or Norbert is not hearty. Norbert is hearty.,Norbert is not hearty,0
7657,1,Grant is artistic or Lucius is mature. Lucius is not mature.,Grant is artistic,1
7658,1,Grant is artistic or Lucius is mature. Lucius is not mature.,Grant is not artistic,0
7659,1,Grant is artistic or Lucius is mature. Lucius is not mature.,Lucius is mature,0
7660,1,Grant is artistic or Lucius is mature. Lucius is not mature.,Lucius is not mature,1
7661,0,Either Melissa is not stoic or Sarah is not versatile. Melissa is stoic.,Melissa is stoic,1
7662,0,Either Melissa is not stoic or Sarah is not versatile. Melissa is stoic.,Melissa is not stoic,0
7663,0,Either Melissa is not stoic or Sarah is not versatile. Melissa is stoic.,Sarah is versatile,0
7664,0,Either Melissa is not stoic or Sarah is not versatile. Melissa is stoic.,Sarah is not versatile,1
7665,0,Either Leroy is not spirited or Carleton is guarded. Carleton is not guarded.,Leroy is spirited,0
7666,0,Either Leroy is not spirited or Carleton is guarded. Carleton is not guarded.,Leroy is not spirited,1
7667,0,Either Leroy is not spirited or Carleton is guarded. Carleton is not guarded.,Carleton is guarded,0
7668,0,Either Leroy is not spirited or Carleton is guarded. Carleton is not guarded.,Carleton is not guarded,1
7669,1,Harriett is not unguarded or Gustave is not snobby. Harriett is not unguarded.,Harriett is unguarded,0
7670,1,Harriett is not unguarded or Gustave is not snobby. Harriett is not unguarded.,Harriett is not unguarded,1
7671,1,Harriett is not unguarded or Gustave is not snobby. Harriett is not unguarded.,Gustave is snobby,1
7672,1,Harriett is not unguarded or Gustave is not snobby. Harriett is not unguarded.,Gustave is not snobby,1
7673,0,Either Cora is gluttonous or Antonio is conceited. Cora is not gluttonous.,Cora is gluttonous,0
7674,0,Either Cora is gluttonous or Antonio is conceited. Cora is not gluttonous.,Cora is not gluttonous,1
7675,0,Either Cora is gluttonous or Antonio is conceited. Cora is not gluttonous.,Antonio is conceited,1
7676,0,Either Cora is gluttonous or Antonio is conceited. Cora is not gluttonous.,Antonio is not conceited,0
7677,2,Neither Vaughn is not lovely nor Don is not stoic. Vaughn is lovely.,Vaughn is lovely,1
7678,2,Neither Vaughn is not lovely nor Don is not stoic. Vaughn is lovely.,Vaughn is not lovely,0
7679,2,Neither Vaughn is not lovely nor Don is not stoic. Vaughn is lovely.,Don is stoic,1
7680,2,Neither Vaughn is not lovely nor Don is not stoic. Vaughn is lovely.,Don is not stoic,0
7681,1,Nonie is not wary or Orlando is irritating. Orlando is not irritating.,Nonie is wary,0
7682,1,Nonie is not wary or Orlando is irritating. Orlando is not irritating.,Nonie is not wary,1
7683,1,Nonie is not wary or Orlando is irritating. Orlando is not irritating.,Orlando is irritating,0
7684,1,Nonie is not wary or Orlando is irritating. Orlando is not irritating.,Orlando is not irritating,1
7685,2,Neither Douglas is picky nor Ruben is not elfin. Ruben is elfin.,Douglas is picky,0
7686,2,Neither Douglas is picky nor Ruben is not elfin. Ruben is elfin.,Douglas is not picky,1
7687,2,Neither Douglas is picky nor Ruben is not elfin. Ruben is elfin.,Ruben is elfin,1
7688,2,Neither Douglas is picky nor Ruben is not elfin. Ruben is elfin.,Ruben is not elfin,0
7689,2,Neither Rita is mature nor Ernie is ugly. Ernie is not ugly.,Rita is mature,0
7690,2,Neither Rita is mature nor Ernie is ugly. Ernie is not ugly.,Rita is not mature,1
7691,2,Neither Rita is mature nor Ernie is ugly. Ernie is not ugly.,Ernie is ugly,0
7692,2,Neither Rita is mature nor Ernie is ugly. Ernie is not ugly.,Ernie is not ugly,1
7693,0,Either Inga is not confident or Katrina is plucky. Inga is confident.,Inga is confident,1
7694,0,Either Inga is not confident or Katrina is plucky. Inga is confident.,Inga is not confident,0
7695,0,Either Inga is not confident or Katrina is plucky. Inga is confident.,Katrina is plucky,1
7696,0,Either Inga is not confident or Katrina is plucky. Inga is confident.,Katrina is not plucky,0
7697,2,Neither Truman is lovely nor Lula is methodical. Truman is not lovely.,Truman is lovely,0
7698,2,Neither Truman is lovely nor Lula is methodical. Truman is not lovely.,Truman is not lovely,1
7699,2,Neither Truman is lovely nor Lula is methodical. Truman is not lovely.,Lula is methodical,0
7700,2,Neither Truman is lovely nor Lula is methodical. Truman is not lovely.,Lula is not methodical,1
7701,0,Either Reese is not dull or Stephen is excellent. Stephen is excellent.,Reese is dull,1
7702,0,Either Reese is not dull or Stephen is excellent. Stephen is excellent.,Reese is not dull,0
7703,0,Either Reese is not dull or Stephen is excellent. Stephen is excellent.,Stephen is excellent,1
7704,0,Either Reese is not dull or Stephen is excellent. Stephen is excellent.,Stephen is not excellent,0
7705,1,Brenda is not devoted or Leonard is ugly. Brenda is devoted.,Brenda is devoted,1
7706,1,Brenda is not devoted or Leonard is ugly. Brenda is devoted.,Brenda is not devoted,0
7707,1,Brenda is not devoted or Leonard is ugly. Brenda is devoted.,Leonard is ugly,1
7708,1,Brenda is not devoted or Leonard is ugly. Brenda is devoted.,Leonard is not ugly,0
